slug,name,positions,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
macksh01,Shelvin Mack,POINT GUARD,27,ORLANDO MAGIC,69,3,1365,178,414,48,139,69,97,23,143,272,54,8,89,91
magetjo01,Josh Magette,POINT GUARD,28,ATLANTA HAWKS,18,0,216,15,46,8,22,8,8,2,17,57,8,1,9,16
mahinia01,Ian Mahinmi,CENTER,31,WASHINGTON WIZARDS,77,0,1145,138,248,0,2,90,128,135,177,53,38,42,100,230
makerth01,Thon Maker,CENTER,20,MILWAUKEE BUCKS,74,12,1238,130,316,31,104,65,93,75,150,46,38,53,44,162
marjabo01,Boban Marjanović,CENTER,29,DETROIT PISTONS,19,1,171,41,79,0,0,36,45,15,42,14,4,6,22,28
marjabo01,Boban Marjanović,CENTER,29,LOS ANGELES CLIPPERS,20,0,166,38,69,0,0,41,52,33,54,8,6,5,14,23
markkla01,Lauri Markkanen,POWER FORWARD,20,CHICAGO BULLS,68,68,2020,374,862,145,401,140,166,79,429,79,39,40,83,103
martija01,Jarell Martin,POWER FORWARD,23,MEMPHIS GRIZZLIES,73,36,1661,221,496,34,98,89,116,97,221,73,39,49,86,211
masonfr01,Frank Mason,POINT GUARD,23,SACRAMENTO KINGS,52,2,984,144,380,31,86,94,115,30,100,147,34,10,65,72
mathima01,Mangok Mathiang,CENTER,25,CHARLOTTE HORNETS,4,0,20,4,7,0,0,0,1,3,7,0,1,0,0,5
matthwe02,Wesley Matthews,SMALL FORWARD,31,DALLAS MAVERICKS,63,62,2131,283,697,153,402,83,101,28,170,172,76,16,83,140
mbahalu01,Luc Mbah a Moute,POWER FORWARD,31,HOUSTON ROCKETS,61,15,1564,166,345,63,173,65,95,22,164,55,72,25,68,100
mcadoja01,James Michael McAdoo,POWER FORWARD,25,PHILADELPHIA 76ERS,3,0,18,2,7,2,7,2,2,0,2,0,0,1,1,1
mccawpa01,Patrick McCaw,SHOOTING GUARD,22,GOLDEN STATE WARRIORS,57,10,961,92,225,19,80,26,34,16,66,81,43,10,41,67
mccolcj01,CJ McCollum,SHOOTING GUARD,26,PORTLAND TRAIL BLAZERS,81,81,2923,667,1505,189,476,209,250,53,268,272,77,35,151,168
mccontj01,T.J. McConnell,POINT GUARD,25,PHILADELPHIA 76ERS,76,1,1706,210,421,27,62,31,39,37,189,303,92,13,112,122
mccreer01,Erik McCree,SMALL FORWARD,24,UTAH JAZZ,4,0,8,0,2,0,1,0,0,0,1,0,1,0,1,0
mcculch01,Chris McCullough,POWER FORWARD,22,WASHINGTON WIZARDS,19,0,90,18,42,1,8,9,14,7,18,4,0,5,2,8
mcderdo01,Doug McDermott,SMALL FORWARD,26,NEW YORK KNICKS,55,1,1172,151,328,53,137,40,53,33,101,50,10,12,34,73
mcderdo01,Doug McDermott,SMALL FORWARD,26,DALLAS MAVERICKS,26,3,596,86,180,39,79,24,28,7,59,29,9,4,22,49
mcgeeja01,JaVale McGee,CENTER,30,GOLDEN STATE WARRIORS,65,17,615,136,219,0,6,38,52,59,110,33,21,57,27,91
mcgruro01,Rodney McGruder,SHOOTING GUARD,26,MIAMI HEAT,18,2,299,36,73,15,35,4,8,11,21,17,8,3,4,21
mckintr01,Trey McKinney-Jones,SHOOTING GUARD,27,INDIANA PACERS,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mckinal01,Alfonzo McKinnie,SMALL FORWARD,25,TORONTO RAPTORS,14,0,53,8,15,3,9,2,3,1,6,1,1,1,3,8
mclembe01,Ben McLemore,SHOOTING GUARD,24,MEMPHIS GRIZZLIES,56,17,1091,157,373,55,159,53,64,34,105,51,38,15,61,139
mcrobjo01,Josh McRoberts,POWER FORWARD,30,DALLAS MAVERICKS,2,0,6,0,1,0,1,0,0,0,0,0,0,0,0,2
meeksjo01,Jodie Meeks,SHOOTING GUARD,30,WASHINGTON WIZARDS,77,0,1119,157,393,72,210,101,117,15,111,70,29,4,37,55
mejrisa01,Salah Mejri,CENTER,31,DALLAS MAVERICKS,61,1,729,88,137,0,3,38,66,85,161,35,22,67,39,121
mickejo01,Jordan Mickey,POWER FORWARD,23,MIAMI HEAT,23,3,284,39,82,2,16,13,19,18,63,9,6,10,18,36
middlkh01,Khris Middleton,SMALL FORWARD,26,MILWAUKEE BUCKS,82,82,2982,593,1272,146,407,320,362,45,384,328,119,21,191,270
milescj01,C.J. Miles,SMALL FORWARD,30,TORONTO RAPTORS,70,3,1337,227,599,164,454,81,97,18,134,55,37,21,39,134
milleda01,Darius Miller,SMALL FORWARD,27,NEW ORLEANS PELICANS,82,3,1944,216,487,147,358,58,67,18,146,111,28,17,58,160
millema01,Malcolm Miller,SMALL FORWARD,24,TORONTO RAPTORS,15,4,126,13,28,8,21,4,4,4,11,3,1,2,5,10
millspa02,Patty Mills,POINT GUARD,29,SAN ANTONIO SPURS,82,36,2107,280,682,154,414,105,118,26,128,229,55,11,106,128
millspa01,Paul Millsap,POWER FORWARD,32,DENVER NUGGETS,38,37,1143,202,435,39,113,112,161,65,180,105,39,44,73,99
mirotni01,Nikola Mirotić,POWER FORWARD,26,CHICAGO BULLS,25,3,622,143,302,69,161,65,79,18,141,39,15,13,31,45
mirotni01,Nikola Mirotić,POWER FORWARD,26,NEW ORLEANS PELICANS,30,11,872,163,382,66,197,47,58,41,205,41,29,26,31,63
mitchdo01,Donovan Mitchell,SHOOTING GUARD,21,UTAH JAZZ,79,71,2638,595,1362,187,550,239,297,52,244,291,118,27,215,213
mitrona01,Naz Mitrou-Long,SHOOTING GUARD,24,UTAH JAZZ,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
monkma01,Malik Monk,SHOOTING GUARD,19,CHARLOTTE HORNETS,63,0,854,153,425,83,243,32,38,8,58,91,20,9,49,60
monrogr01,Greg Monroe,CENTER,27,MILWAUKEE BUCKS,5,0,79,16,33,0,0,2,4,6,19,5,0,0,6,7
monrogr01,Greg Monroe,CENTER,27,PHOENIX SUNS,20,14,465,97,155,0,0,31,46,50,110,50,16,6,40,40
monrogr01,Greg Monroe,CENTER,27,BOSTON CELTICS,26,0,496,105,198,0,0,55,69,53,112,59,28,17,48,48
montelu01,Luis Montero,SHOOTING GUARD,24,DETROIT PISTONS,2,0,8,0,1,0,0,0,0,0,2,0,0,0,2,0
moorebe01,Ben Moore,POWER FORWARD,22,INDIANA PACERS,2,0,9,0,0,0,0,0,0,0,1,1,0,0,0,4
mooreet01,E'Twaun Moore,SHOOTING GUARD,28,NEW ORLEANS PELICANS,82,80,2586,423,832,128,301,48,68,57,181,187,79,12,102,182
moreler01,Eric Moreland,POWER FORWARD,26,DETROIT PISTONS,67,3,805,66,122,0,0,11,29,81,197,78,31,51,42,116
morrija01,Jaylen Morris,SHOOTING GUARD,22,ATLANTA HAWKS,6,0,98,13,32,2,10,0,0,2,14,7,2,1,6,2
morrima03,Marcus Morris,POWER FORWARD,28,BOSTON CELTICS,54,21,1447,262,611,86,234,124,154,43,246,72,35,12,65,100
morrima02,Markieff Morris,POWER FORWARD,28,WASHINGTON WIZARDS,73,73,1968,330,687,76,207,105,128,75,334,142,56,38,127,216
morrimo01,Monte Morris,POINT GUARD,22,DENVER NUGGETS,3,0,25,4,6,0,1,2,2,0,2,7,3,0,1,1
motlejo01,Johnathan Motley,POWER FORWARD,22,DALLAS MAVERICKS,11,4,176,40,75,1,6,15,28,14,35,7,3,2,9,18
mozgoti01,Timofey Mozgov,CENTER,31,BROOKLYN NETS,31,13,359,52,93,4,18,23,30,32,66,11,5,13,33,39
mudiaem01,Emmanuel Mudiay,POINT GUARD,21,DENVER NUGGETS,42,0,752,129,322,38,102,63,78,16,78,121,21,4,72,47
mudiaem01,Emmanuel Mudiay,POINT GUARD,21,NEW YORK KNICKS,22,14,493,75,204,9,46,35,51,10,48,85,20,7,41,33
muhamsh01,Shabazz Muhammad,SMALL FORWARD,25,MINNESOTA TIMBERWOLVES,32,2,301,47,121,4,19,22,31,15,30,7,5,2,5,23
muhamsh01,Shabazz Muhammad,SHOOTING GUARD,25,MILWAUKEE BUCKS,11,0,117,37,67,3,8,17,19,8,23,7,4,1,1,7
munfoxa02,Xavier Munford,SHOOTING GUARD,25,MILWAUKEE BUCKS,6,0,21,1,6,0,2,1,2,1,0,4,1,0,2,4
murrade01,Dejounte Murray,POINT GUARD,21,SAN ANTONIO SPURS,81,48,1743,270,609,9,34,105,148,110,349,231,97,31,134,151
murraja01,Jamal Murray,POINT GUARD,20,DENVER NUGGETS,81,80,2565,479,1062,165,436,229,253,82,215,274,79,28,172,173
muscami01,Mike Muscala,CENTER,26,ATLANTA HAWKS,53,7,1060,143,312,62,167,57,62,56,174,51,31,27,42,80
naderab01,Abdel Nader,SMALL FORWARD,24,BOSTON CELTICS,48,1,522,50,149,23,65,23,39,13,58,26,15,10,34,45
nancela02,Larry Nance,CENTER,25,LOS ANGELES LAKERS,42,17,922,152,253,1,4,55,87,108,176,57,59,20,41,113
nancela02,Larry Nance,CENTER,25,CLEVELAND CAVALIERS,24,10,499,88,160,1,8,36,50,53,115,25,29,18,10,59
napiesh01,Shabazz Napier,POINT GUARD,26,PORTLAND TRAIL BLAZERS,74,10,1535,223,531,82,218,116,138,26,144,150,81,14,90,84
nelsoja01,Jameer Nelson,POINT GUARD,35,NEW ORLEANS PELICANS,43,0,897,84,205,40,110,13,17,11,85,156,23,3,56,67
nelsoja01,Jameer Nelson,POINT GUARD,35,DETROIT PISTONS,7,0,116,11,39,1,14,3,3,2,6,23,4,1,11,14
netora01,Raul Neto,POINT GUARD,25,UTAH JAZZ,41,0,498,69,151,19,47,26,35,7,42,75,13,4,36,38
niangge01,Georges Niang,POWER FORWARD,24,UTAH JAZZ,9,0,32,4,11,0,4,1,2,3,6,3,2,0,3,1
noahjo01,Joakim Noah,CENTER,32,NEW YORK KNICKS,7,0,40,5,10,0,0,2,4,6,8,4,2,2,4,5
noelne01,Nerlens Noel,CENTER,23,DALLAS MAVERICKS,30,6,472,55,105,0,1,21,28,48,120,20,31,22,26,59
noguelu01,Lucas Nogueira,CENTER,25,TORONTO RAPTORS,49,3,418,49,80,5,19,19,28,18,69,22,23,43,16,49
nowitdi01,Dirk Nowitzki,CENTER,39,DALLAS MAVERICKS,77,77,1900,346,758,138,337,97,108,22,416,120,43,45,51,146
ntilila01,Frank Ntilikina,POINT GUARD,19,NEW YORK KNICKS,78,9,1706,182,500,50,157,49,68,37,140,250,65,18,131,181
nurkiju01,Jusuf Nurkić,CENTER,23,PORTLAND TRAIL BLAZERS,79,79,2088,480,951,0,7,172,273,189,519,143,64,111,183,247
nwabada01,David Nwaba,SHOOTING GUARD,25,CHICAGO BULLS,70,21,1646,202,423,18,52,133,203,89,237,104,59,29,77,158
obryajo01,Johnny O'Bryant,POWER FORWARD,24,CHARLOTTE HORNETS,36,0,379,68,171,14,43,21,25,29,64,14,9,6,15,45
onealro01,Royce O'Neale,SMALL FORWARD,24,UTAH JAZZ,69,4,1150,120,284,42,118,61,76,25,211,95,36,16,55,105
oquinky01,Kyle O'Quinn,CENTER,27,NEW YORK KNICKS,77,10,1387,224,384,4,17,98,127,121,349,158,36,98,100,192
ojelese01,Semi Ojeleye,POWER FORWARD,23,BOSTON CELTICS,73,0,1150,65,188,40,125,25,41,37,124,20,21,4,25,91
okafoem01,Emeka Okafor,CENTER,35,NEW ORLEANS PELICANS,26,19,353,48,95,0,0,18,22,47,73,8,8,25,13,30
okafoja01,Jahlil Okafor,CENTER,22,PHILADELPHIA 76ERS,2,0,25,4,9,0,0,2,4,4,5,1,0,2,3,7
okafoja01,Jahlil Okafor,CENTER,22,BROOKLYN NETS,26,0,328,73,129,1,4,19,25,17,59,11,3,16,18,44
oladivi01,Victor Oladipo,SHOOTING GUARD,25,INDIANA PACERS,75,75,2552,640,1342,161,434,294,368,47,343,323,177,57,219,175
olynyke01,Kelly Olynyk,POWER FORWARD,26,MIAMI HEAT,76,22,1779,316,636,106,280,134,174,89,342,207,62,35,147,222
onuakch01,Chinanu Onuaku,CENTER,21,HOUSTON ROCKETS,1,0,22,2,5,0,0,0,0,1,3,1,0,0,3,4
osmande01,Cedi Osman,SMALL FORWARD,22,CLEVELAND CAVALIERS,61,12,672,90,186,32,87,26,46,19,101,41,22,3,32,78
oubreke01,Kelly Oubre,SMALL FORWARD,22,WASHINGTON WIZARDS,81,11,2231,318,790,126,369,191,233,59,304,98,80,35,90,234
pachuza01,Zaza Pachulia,CENTER,33,GOLDEN STATE WARRIORS,69,57,972,149,264,0,1,75,93,89,232,109,38,17,72,122
paigema01,Marcus Paige,POINT GUARD,24,CHARLOTTE HORNETS,5,0,28,4,14,2,8,2,2,0,4,3,0,0,0,0
papagge01,Georgios Papagiannis,CENTER,20,SACRAMENTO KINGS,16,0,118,17,41,0,0,0,0,12,24,9,2,6,8,12
papagge01,Georgios Papagiannis,CENTER,20,PORTLAND TRAIL BLAZERS,1,0,4,1,1,0,0,0,0,1,0,0,2,0,0,0
parkeja01,Jabari Parker,POWER FORWARD,22,MILWAUKEE BUCKS,31,3,743,160,332,31,81,40,54,42,109,59,25,10,45,50
parketo01,Tony Parker,POINT GUARD,35,SAN ANTONIO SPURS,55,21,1071,178,388,10,37,55,78,7,88,195,28,1,68,52
parsoch01,Chandler Parsons,SMALL FORWARD,29,MEMPHIS GRIZZLIES,36,8,691,108,234,51,121,17,27,14,76,69,18,11,35,53
pattepa01,Patrick Patterson,POWER FORWARD,28,OKLAHOMA CITY THUNDER,82,3,1270,106,266,66,171,40,46,32,161,57,48,23,33,87
pattoju01,Justin Patton,CENTER,20,MINNESOTA TIMBERWOLVES,1,0,4,1,2,0,0,0,0,0,0,0,1,0,0,1
paulbr01,Brandon Paul,SHOOTING GUARD,26,SAN ANTONIO SPURS,64,2,576,55,127,15,54,22,43,6,62,37,25,7,29,58
paulch01,Chris Paul,POINT GUARD,32,HOUSTON ROCKETS,58,58,1847,367,798,144,379,203,221,37,276,457,96,14,128,141
paynead01,Adreian Payne,POWER FORWARD,26,ORLANDO MAGIC,5,0,43,7,10,2,3,5,6,2,7,0,2,0,2,6
payneca01,Cameron Payne,POINT GUARD,23,CHICAGO BULLS,25,14,582,87,215,35,91,12,16,18,51,113,26,9,36,44
paytoel01,Elfrid Payton,POINT GUARD,23,ORLANDO MAGIC,44,44,1257,238,458,25,67,72,114,47,127,275,64,16,114,97
paytoel01,Elfrid Payton,POINT GUARD,23,PHOENIX SUNS,19,19,551,91,209,5,25,37,54,17,83,118,19,6,54,50
paytoga02,Gary Payton,POINT GUARD,25,MILWAUKEE BUCKS,12,6,106,13,33,2,12,2,3,4,13,9,3,1,3,17
paytoga02,Gary Payton,POINT GUARD,25,LOS ANGELES LAKERS,11,0,115,17,41,4,13,1,6,9,18,12,4,2,4,13
perkike01,Kendrick Perkins,CENTER,33,CLEVELAND CAVALIERS,1,0,15,1,2,0,0,1,2,0,1,2,1,0,1,1
perralo01,London Perrantes,POINT GUARD,23,CLEVELAND CAVALIERS,14,0,66,2,13,0,3,3,5,1,3,5,2,1,1,6
peteral01,Alec Peters,POWER FORWARD,22,PHOENIX SUNS,20,0,225,28,74,18,58,8,10,8,29,12,2,2,4,13
plumlma02,Marshall Plumlee,CENTER,25,MILWAUKEE BUCKS,8,0,52,1,3,0,0,12,16,4,13,2,0,1,3,10
plumlma01,Mason Plumlee,CENTER,27,DENVER NUGGETS,74,26,1439,221,368,0,1,82,179,132,268,142,49,81,103,184
plumlmi01,Miles Plumlee,CENTER,29,ATLANTA HAWKS,55,35,918,105,180,0,0,27,60,77,151,45,17,30,63,79
poeltja01,Jakob Pöltl,CENTER,22,TORONTO RAPTORS,82,0,1524,253,384,1,2,60,101,165,228,57,39,100,85,212
pondequ01,Quincy Pondexter,SMALL FORWARD,29,CHICAGO BULLS,23,1,196,14,49,3,22,14,17,8,19,9,8,2,11,24
porteot01,Otto Porter,SMALL FORWARD,24,WASHINGTON WIZARDS,77,77,2432,445,885,138,313,106,128,103,389,157,116,41,75,151
portibo01,Bobby Portis,POWER FORWARD,22,CHICAGO BULLS,73,4,1643,382,811,80,223,120,156,159,339,123,50,23,103,130
porzikr01,Kristaps Porziņģis,POWER FORWARD,22,NEW YORK KNICKS,48,48,1553,390,889,90,228,218,275,62,254,57,36,115,93,141
poweldw01,Dwight Powell,CENTER,26,DALLAS MAVERICKS,79,25,1672,255,430,28,84,133,185,135,309,91,67,32,59,186
powelno01,Norman Powell,SHOOTING GUARD,24,TORONTO RAPTORS,70,18,1062,150,374,53,186,32,39,14,105,89,37,16,66,111
poythal01,Alex Poythress,POWER FORWARD,24,INDIANA PACERS,25,0,104,11,26,4,11,0,0,7,10,2,3,1,2,16
pulleja01,Jacob Pullen,POINT GUARD,28,PHILADELPHIA 76ERS,3,0,6,1,2,0,1,0,0,0,0,0,0,0,1,0
purviro01,Rodney Purvis,SHOOTING GUARD,23,ORLANDO MAGIC,16,2,290,35,107,13,52,13,15,1,26,17,3,3,10,26
qizh01,Zhou Qi,CENTER,22,HOUSTON ROCKETS,18,0,124,6,32,2,19,8,12,6,16,2,2,14,10,14
quartti01,Tim Quarterman,SHOOTING GUARD,23,HOUSTON ROCKETS,3,0,13,1,3,0,2,2,2,0,3,1,0,0,2,1
rabbiv01,Ivan Rabb,POWER FORWARD,20,MEMPHIS GRIZZLIES,36,5,516,86,152,0,0,29,36,53,105,32,12,13,35,55
randlju01,Julius Randle,CENTER,23,LOS ANGELES LAKERS,82,49,2190,504,904,10,45,305,425,181,473,210,43,45,213,274
randoza01,Zach Randolph,POWER FORWARD,36,SACRAMENTO KINGS,59,57,1508,361,763,51,147,84,107,97,300,127,42,10,116,119
rathaxa01,Xavier Rathan-Mayes,SHOOTING GUARD,23,MEMPHIS GRIZZLIES,5,0,118,12,42,1,14,4,9,0,5,18,6,3,11,18
redicjj01,J.J. Redick,SHOOTING GUARD,33,PHILADELPHIA 76ERS,70,70,2116,404,879,193,460,197,218,9,169,210,35,6,103,123
reedda01,Davon Reed,SHOOTING GUARD,22,PHOENIX SUNS,21,1,242,22,76,11,38,8,12,2,37,13,10,2,10,17
reedwi02,Willie Reed,CENTER,27,LOS ANGELES CLIPPERS,39,5,419,80,120,1,2,32,55,35,85,9,9,22,19,53
reedwi02,Willie Reed,CENTER,27,DETROIT PISTONS,3,0,9,1,1,0,0,0,0,0,1,1,0,0,0,3
richajo01,Josh Richardson,SMALL FORWARD,24,MIAMI HEAT,81,81,2689,399,885,127,336,120,142,69,216,231,121,75,140,199
richama01,Malachi Richardson,SHOOTING GUARD,22,SACRAMENTO KINGS,25,4,319,29,88,12,39,17,22,5,28,13,10,1,10,27
richama01,Malachi Richardson,SHOOTING GUARD,22,TORONTO RAPTORS,1,0,5,1,2,0,1,0,0,0,1,0,0,0,0,0
riverau01,Austin Rivers,SHOOTING GUARD,25,LOS ANGELES CLIPPERS,61,59,2057,341,805,136,360,102,159,27,118,242,74,16,109,152
roberan03,Andre Roberson,SHOOTING GUARD,26,OKLAHOMA CITY THUNDER,39,39,1037,87,162,8,36,12,38,75,110,46,45,35,30,89
robinde01,Devin Robinson,SMALL FORWARD,22,WASHINGTON WIZARDS,1,0,13,1,3,0,0,0,0,2,3,0,1,0,0,2
robingl02,Glenn Robinson,SMALL FORWARD,24,INDIANA PACERS,23,1,338,36,85,14,34,9,11,11,26,17,13,1,5,14
rondora01,Rajon Rondo,POINT GUARD,31,NEW ORLEANS PELICANS,65,63,1705,231,494,50,150,25,46,31,232,533,70,10,151,119
rosede01,Derrick Rose,POINT GUARD,29,CLEVELAND CAVALIERS,16,7,308,58,132,6,24,35,41,10,19,26,3,4,28,14
rosede01,Derrick Rose,POINT GUARD,29,MINNESOTA TIMBERWOLVES,9,0,112,23,54,1,6,5,5,3,3,11,4,0,7,2
rosste01,Terrence Ross,SHOOTING GUARD,26,ORLANDO MAGIC,24,20,600,76,191,30,93,27,36,10,63,38,27,11,29,45
roziete01,Terry Rozier,POINT GUARD,23,BOSTON CELTICS,80,16,2068,316,800,153,402,115,149,63,313,232,80,19,80,123
rubiori01,Ricky Rubio,POINT GUARD,27,UTAH JAZZ,77,77,2254,346,827,96,273,220,254,44,307,410,121,11,207,206
russeda01,D'Angelo Russell,POINT GUARD,21,BROOKLYN NETS,48,35,1234,278,672,90,278,97,131,30,159,249,36,17,147,93
sabondo01,Domantas Sabonis,CENTER,21,INDIANA PACERS,74,19,1810,340,661,13,37,168,224,165,407,151,40,32,137,220
sampsja02,JaKarr Sampson,SMALL FORWARD,24,SACRAMENTO KINGS,22,6,344,44,81,5,10,10,16,21,57,9,8,22,8,48
saricda01,Dario Šarić,POWER FORWARD,23,PHILADELPHIA 76ERS,78,73,2310,403,890,157,399,178,207,154,366,202,51,20,148,160
satorto01,Tomáš Satoranský,SHOOTING GUARD,26,WASHINGTON WIZARDS,73,30,1643,201,384,47,101,75,96,72,161,286,52,15,83,131
schrode01,Dennis Schröder,POINT GUARD,24,ATLANTA HAWKS,67,67,2078,500,1146,76,262,225,265,44,164,417,72,6,183,147
scottmi01,Mike Scott,POWER FORWARD,29,WASHINGTON WIZARDS,76,1,1406,276,524,66,163,50,76,50,197,80,23,10,79,148
sefolth01,Thabo Sefolosha,SMALL FORWARD,33,UTAH JAZZ,38,6,806,118,240,32,84,44,54,29,132,33,52,12,30,59
seldewa01,Wayne Selden,SHOOTING GUARD,23,MEMPHIS GRIZZLIES,35,9,692,116,269,49,122,44,59,16,40,66,18,5,54,59
sessira01,Ramon Sessions,POINT GUARD,31,NEW YORK KNICKS,13,3,167,17,53,2,11,12,15,1,17,27,7,1,15,14
sessira01,Ramon Sessions,POINT GUARD,31,WASHINGTON WIZARDS,15,0,225,25,64,6,15,32,42,5,15,50,7,1,15,15
shumpim01,Iman Shumpert,SHOOTING GUARD,27,CLEVELAND CAVALIERS,14,6,276,22,58,7,26,11,15,7,34,17,9,4,16,22
siakapa01,Pascal Siakam,POWER FORWARD,23,TORONTO RAPTORS,81,5,1679,253,498,29,132,54,87,79,285,159,62,42,67,166
silasxa01,Xavier Silas,SHOOTING GUARD,30,BOSTON CELTICS,2,0,7,0,3,0,2,0,0,1,1,0,1,0,0,1
simmobe01,Ben Simmons,POINT GUARD,21,PHILADELPHIA 76ERS,81,81,2732,544,998,0,11,191,341,145,514,661,140,70,278,211
simmojo02,Jonathon Simmons,SHOOTING GUARD,28,ORLANDO MAGIC,69,50,2029,354,761,69,204,185,241,61,178,171,58,16,146,175
simmoko01,Kobi Simmons,POINT GUARD,20,MEMPHIS GRIZZLIES,32,12,643,80,189,11,39,25,25,14,36,68,18,5,44,61
singlky01,Kyle Singler,SMALL FORWARD,29,OKLAHOMA CITY THUNDER,12,0,59,7,21,2,5,7,13,1,9,2,1,0,3,4
smartma01,Marcus Smart,SHOOTING GUARD,23,BOSTON CELTICS,54,11,1614,189,515,75,249,97,133,43,146,259,71,23,129,133
smithde03,Dennis Smith,POINT GUARD,20,DALLAS MAVERICKS,69,69,2049,404,1024,106,339,134,193,50,210,358,71,18,194,152
smithis01,Ish Smith,POINT GUARD,29,DETROIT PISTONS,82,35,2043,389,801,35,101,81,116,27,197,360,64,20,108,140
smithjr01,J.R. Smith,SHOOTING GUARD,32,CLEVELAND CAVALIERS,80,61,2244,240,595,143,381,39,56,29,206,141,68,11,81,161
smithja02,Jason Smith,CENTER,31,WASHINGTON WIZARDS,33,2,285,45,115,4,32,19,21,18,35,14,3,13,16,44
smithjo03,Josh Smith,POWER FORWARD,32,NEW ORLEANS PELICANS,3,0,12,1,4,0,0,0,0,3,1,0,0,0,0,3
snellto01,Tony Snell,SHOOTING GUARD,26,MILWAUKEE BUCKS,75,59,2053,185,425,108,268,38,48,9,132,98,47,28,36,115
speigma01,Marreese Speights,CENTER,30,ORLANDO MAGIC,52,3,675,138,349,86,233,40,55,21,112,40,8,22,40,106
stausni01,Nik Stauskas,SHOOTING GUARD,24,PHILADELPHIA 76ERS,6,0,45,1,4,0,1,2,2,0,1,1,4,0,4,3
stausni01,Nik Stauskas,SHOOTING GUARD,24,BROOKLYN NETS,35,0,478,59,150,40,99,19,27,4,59,38,5,4,22,21
stephla01,Lance Stephenson,SHOOTING GUARD,27,INDIANA PACERS,82,7,1850,303,709,67,232,84,127,62,362,235,46,17,131,177
stockda01,David Stockton,POINT GUARD,26,UTAH JAZZ,3,0,9,2,3,2,3,4,4,0,0,0,0,0,1,3
stoneju01,Julyan Stone,SHOOTING GUARD,29,CHARLOTTE HORNETS,23,0,175,6,13,6,13,1,2,1,28,26,4,2,7,21
sumneed01,Edmond Sumner,POINT GUARD,22,INDIANA PACERS,1,0,2,1,1,0,0,0,0,0,1,0,0,0,0,1
swanica01,Caleb Swanigan,POWER FORWARD,20,PORTLAND TRAIL BLAZERS,27,3,189,24,60,1,8,12,18,15,39,14,5,3,18,37
tatumja01,Jayson Tatum,SMALL FORWARD,19,BOSTON CELTICS,80,80,2438,397,835,105,242,213,258,50,352,128,83,58,114,170
taylois01,Isaiah Taylor,POINT GUARD,23,ATLANTA HAWKS,67,9,1167,163,390,20,80,99,141,22,72,206,34,10,84,116
teaguje01,Jeff Teague,POINT GUARD,29,MINNESOTA TIMBERWOLVES,70,70,2311,354,794,84,228,202,239,24,185,492,102,23,177,171
teaguma01,Marquis Teague,POINT GUARD,24,MEMPHIS GRIZZLIES,3,0,74,4,16,1,4,2,5,1,5,13,4,0,3,5
teletmi01,Mirza Teletović,POWER FORWARD,32,MILWAUKEE BUCKS,10,0,159,25,57,21,45,0,0,3,20,10,4,1,7,14
templga01,Garrett Temple,SHOOTING GUARD,31,SACRAMENTO KINGS,65,35,1615,199,476,89,227,60,78,22,130,124,57,27,79,135
teodomi01,Miloš Teodosić,POINT GUARD,30,LOS ANGELES CLIPPERS,45,36,1134,151,360,88,232,39,46,16,110,209,23,5,97,103
terryja01,Jason Terry,SHOOTING GUARD,40,MILWAUKEE BUCKS,51,4,814,59,154,40,115,8,9,5,43,59,42,13,25,52
theisda01,Daniel Theis,CENTER,25,BOSTON CELTICS,63,3,936,126,233,18,58,61,81,90,184,56,30,48,56,157
thomais02,Isaiah Thomas,POINT GUARD,28,CLEVELAND CAVALIERS,15,14,406,70,194,22,87,59,68,7,24,68,9,2,41,25
thomais02,Isaiah Thomas,POINT GUARD,28,LOS ANGELES LAKERS,17,1,456,87,227,33,101,58,63,10,26,85,6,1,54,33
thomala01,Lance Thomas,POWER FORWARD,29,NEW YORK KNICKS,73,31,1353,102,267,50,124,44,53,44,131,44,30,14,40,134
thompkl01,Klay Thompson,SHOOTING GUARD,27,GOLDEN STATE WARRIORS,73,73,2506,575,1179,229,521,82,98,31,246,185,55,34,128,117
thomptr01,Tristan Thompson,CENTER,26,CLEVELAND CAVALIERS,53,22,1072,132,235,0,0,43,79,126,226,33,16,17,36,102
thornsi01,Sindarius Thornwell,SHOOTING GUARD,23,LOS ANGELES CLIPPERS,73,17,1156,100,233,23,61,59,88,33,107,68,48,25,53,125
tollian01,Anthony Tolliver,POWER FORWARD,32,DETROIT PISTONS,79,14,1757,219,472,159,365,106,133,50,191,90,32,21,58,144
townska01,Karl-Anthony Towns,CENTER,22,MINNESOTA TIMBERWOLVES,82,82,2918,639,1172,120,285,345,402,238,774,199,64,115,159,285
tuckepj01,P.J. Tucker,POWER FORWARD,32,HOUSTON ROCKETS,82,34,2281,172,441,115,310,43,60,93,364,77,78,26,74,205
turneev01,Evan Turner,SMALL FORWARD,29,PORTLAND TRAIL BLAZERS,79,40,2034,258,577,42,132,91,107,30,214,173,47,29,99,163
